comment,chat_luong,dong_goi,van_chuyen,gia_ca
"chất lượng chắc chắn không ọp ẹp. nặng tay. xoay 360 độ tốt",negative,neutral,neutral,neutral
"sản phẩm rẻ đẹp dùng tiện. kê điện thoại chắc chắn",negative,neutral,neutral,positive
"giá đỡ đẹp chắc chắn có đệm ma sát. đóng gói cẩn thận",negative,positive,neutral,neutral
"dùng ok. giá rẻ. giao nhanh",positive,neutral,positive,positive
"chắc chắn không ngã. thiết kế thông minh vừa sạc vừa đỡ",negative,neutral,neutral,neutral
"giá đỡ nặng tay chắc chắn. xoay và chỉnh độ cao dễ dàng",negative,neutral,neutral,neutral
"hàng chuẩn đẹp",positive,neutral,neutral,neutral
"sản phẩm ngon bổ rẻ",positive,neutral,neutral,positive
"kim loại chắc chắn nâng hạ xoay 360 độ tốt. giao nhanh",negative,neutral,positive,neutral
"giá đỡ chắc và nặng tay. xoay 360 độ dễ thay đổi góc",negative,neutral,neutral,neutral
"kim loại chắc chắn có đệm chống trượt",negative,neutral,neutral,neutral
"sản phẩm chắc chắn đúng hình. gói cẩn thận. giao nhanh. giá rẻ",negative,positive,positive,positive
"cứng cáp chắc chắn. gấp gọn mang đi tiện lợi. giao nhanh",negative,neutral,positive,neutral
"sản phẩm đúng hình tiện lợi. giao nhanh",negative,positive,positive,neutral
"cứng cáp ổn định",positive,neutral,neutral,neutral
"sản phẩm đẹp. mua trên này rẻ hơn ngoài tiệm",positive,neutral,neutral,positive
"giá đỡ chắc chắn có lót chống trượt. đóng gói chắc chắn",negative,positive,neutral,neutral
"shipper giao hàng nhanh nhiệt tình",positive,neutral,positive,neutral
"nhỏ gọn gấp tiện lợi. giá rẻ",negative,neutral,neutral,positive
"chắc chắn để ngang dọc đều được. có đệm chống trượt máy",negative,neutral,neutral,neutral
"hợp kim cứng cáp chắc chắn. xoay 360 độ mượt",negative,positive,neutral,neutral
"cứng cáp chắc chắn. giao hàng siêu nhanh",negative,neutral,positive,neutral
"giá đỡ chắc chắn dùng tốt cho điện thoại",negative,neutral,neutral,neutral
"màu trắng xinh xẻo chắc chắn. giao nhanh",negative,neutral,positive,neutral
"kệ kim loại đẹp cứng cáp xoay 360 độ. giao hàng siêu nhanh",positive,neutral,positive,neutral
"giá đỡ chắc chắn hoàn thiện tốt. giá tiền hợp lý",negative,neutral,neutral,positive
"sản phẩm chắc chắn xoay mượt. giá rẻ. giao siêu nhanh",negative,neutral,positive,positive
"sản phẩm tốt. shipper thân thiện",positive,neutral,positive,neutral
"bình luận nhầm sản phẩm sang dép. đóng gói kĩ",neutral,positive,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận. vở đẹp không móp méo. rất xịn",negative,positive,positive,neutral
"vở dày bìa đơn giản đẹp. giao nhanh",positive,neutral,positive,neutral
"bút viết êm. mua 20 được tặng 1. giao nhanh đóng gói cẩn thận",positive,positive,positive,neutral
"vở viết mượt. mua rẻ hơn hiệu sách",positive,neutral,neutral,positive
"vở đẹp giấy dày viết đẹp. đủ số lượng",positive,positive,neutral,neutral
"vở màu đẹp in sắc nét. đóng gói cẩn thận. giá rẻ",positive,positive,neutral,positive
"vở rất đẹp. gói hàng cẩn thận. giao nhanh đầy đủ. giá rẻ",positive,positive,positive,positive
"sổ vở đẹp chất giấy viết tốt mực sắc nét. giao hàng nhanh",positive,neutral,positive,neutral
"sách chất lượng bìa dày. đóng gói vô cùng cẩn thận đẹp",positive,positive,neutral,neutral
"vở giấy chất lượng. đóng gói rất kĩ. giá thành vừa phải",positive,positive,neutral,positive
"màu vở xinh. giấy không quá mỏng. chất lượng tốt. giá rẻ. ship nhanh",negative,negative,positive,positive
"hàng giao đầy đủ đóng gói chắc chắn. giá hợp lý",negative,positive,neutral,positive
"vở đẹp viết siêu mê. rẻ",positive,neutral,neutral,positive
"gói hàng rất cẩn thận",positive,positive,neutral,neutral
"vở ok đủ số lượng. giá hợp lí",positive,positive,neutral,positive
"sổ dày bìa cứng bảo vệ tốt. giấy mềm mịn dễ viết",positive,neutral,neutral,neutral
"vở dày viết thích. săn sale giá ưu đãi",positive,neutral,neutral,positive
"độ dày khá viết êm đường kẻ rõ ràng. giao hàng nhanh",positive,neutral,positive,neutral
"chất lượng ok. đóng gói cẩn thận. giao nhanh",positive,positive,positive,neutral
"đẹp không lỗi. đóng gói kĩ. giao nhanh",negative,positive,positive,neutral
"vở đẹp giấy trắng dày dặn",positive,neutral,neutral,neutral
"chất lượng tốt dùng thích giấy trắng đều đẹp mịn",negative,neutral,neutral,neutral
"đóng gói hàng chỉn chu cẩn thận đẹp",positive,positive,neutral,neutral
"vở giấy tốt viết thích. xứng đáng giá tiền",positive,neutral,neutral,positive
"vở cầm sướng tay chất lượng. đáng mua đúng giá tiền",positive,neutral,neutral,positive
"sách viết đẹp. giao đủ số lượng đúng hẹn",positive,positive,positive,neutral
"màu đẹp giao đủ. giá ok",positive,positive,neutral,positive
"viết rẻ. giấy giống ở ngoài nhưng giá rẻ hơn",positive,neutral,neutral,positive
"chất lượng tốt. đóng gói cẩn thận. giao nhanh",positive,positive,positive,neutral
"viết khá êm. phù hợp giá tiền",positive,neutral,neutral,positive
"giấy trắng ăn mực tốt. vở 120 trang hơi mỏng. giao nhanh đúng hẹn",negative,neutral,positive,neutral
"tập lớn bìa dày viết thoải mái. giấy mỏng dễ lem. đủ số lượng giao nhanh",negative,positive,positive,neutral
"vở đẹp. gói cẩn thận. giá rẻ",positive,neutral,neutral,positive
"tập to bị móp góc",negative,negative,neutral,neutral
"giấy hơi mỏng. giá siêu rẻ",negative,neutral,neutral,positive
"vở dày dặn. đóng gói chắc chắn",negative,positive,neutral,neutral
"chất lượng khỏi bàn. giao nhanh đúng hẹn",positive,neutral,positive,neutral
"giá rẻ. đóng gói cẩn thận. giao nhanh",positive,positive,positive,positive
"mua lại nhiều lần. giá rẻ. nên mua. ủng hộ shop lâu dài",positive,neutral,neutral,positive
"giá rẻ mà chất lượng. bút viết trơn tru. ngòi thay dễ dàng",negative,neutral,neutral,positive
"quá rẻ và đẹp. bút viết êm. ra đều mực",negative,neutral,neutral,positive
"giao hàng nhanh đầy đủ. bút viết rõ nét không tắc mực nhiều. ổn nha",negative,positive,positive,neutral
"ban đầu mực ra đều. nhựa cứng. ngòi nhỏ nhưng sợ dễ tắc mực. shop giao nhanh đúng hàng. sale rẻ",negative,positive,positive,positive
"bút đúng mô tả",positive,positive,neutral,neutral
"hàng đúng miêu tả đẹp dùng tốt. mọi người nên mua",positive,neutral,neutral,neutral
"bút khá xinh. viết thử ok. hy vọng viết được lâu. giá rẻ số lượng nhiều",positive,neutral,neutral,positive
"thích dùng bút này. nhẹ viết nhanh khô chữ đẹp. ngon bổ rẻ",positive,neutral,neutral,positive
"hàng đúng mô tả. săn được rẻ. bút viết ra đều êm. quá rẻ so với chất lượng",negative,positive,neutral,positive
"đủ số lượng bút. được tặng kèm sticker. shop chu đáo",negative,positive,neutral,neutral
"giao đầy đủ không thiếu nắp. bút viết trơn mực. shop gói kĩ tặng thêm sticker. ship thân thiện",negative,negative,positive,neutral
"sản phẩm chất lượng cao. giá rẻ nhất. khá tốt",positive,neutral,neutral,positive
"mực ra đều viết đẹp không bị tắc. cầm bút không đau tay. sẽ mua lại",negative,neutral,neutral,neutral
"chất lượng ok. đúng mô tả. giá rẻ nên mua",positive,positive,neutral,positive
"bút mua nhiều lần đều ưng. viết trơn đều màu. giá rẻ",negative,neutral,neutral,positive
"săn sale quá rẻ. shop tận tâm. giao hàng nhanh",positive,neutral,positive,positive
"mua 2 loại săn sale chất lượng khá ok",positive,neutral,neutral,positive
"bút bền rẻ đẹp. mực viết nhanh khô ra đều không lem",negative,neutral,neutral,positive
"sản phẩm tốt thân bút gọn. mực ra đều. chất lượng siêu ok",negative,neutral,neutral,neutral
"nhận hàng viết chữ đẹp ok. sẽ ủng hộ shop tiếp",positive,neutral,neutral,neutral
"bút viết rõ ràng đều mực. hài lòng về sản phẩm",negative,neutral,neutral,neutral
"bút rất mượt và đẹp. thiết kế thân bút nhỏ gọn dễ cầm. đáng mua",positive,neutral,neutral,positive
"bút ra đều mực nét đẹp. giá quá rẻ 1k/cái",negative,neutral,neutral,positive
"bút viết rất đẹp không tắc mực khô nhanh. tặng thêm ngòi. giá cả phải chăng. đóng gói cẩn thận. giao hàng nhanh. shipper thân thiện",negative,positive,positive,positive
"màu mực đậm viết mượt không tắc mực. giá rẻ",negative,neutral,neutral,positive
"bút nhiều màu không tắc mực. đúng mô tả. vừa rẻ vừa đẹp",negative,positive,neutral,positive
"bút săn rẻ vô cùng ưng ý",positive,neutral,neutral,positive
"giao hàng nhanh. đóng gói cẩn thận. hàng giống mẫu đẹp. giá rẻ xài ổn áp",positive,positive,positive,positive
"sản phẩm giống mô tả. đóng gói cẩn thận. giao hàng nhanh. chất lượng ổn so với giá",positive,positive,positive,positive
"giá quá hời 1k/cây freeship. giao đủ số lượng đúng màu. đóng gói rất kĩ. giao hàng nhanh. bút viết ok",positive,positive,positive,positive
"viết êm mau khô. chú ý giấy trơn mực lâu khô",negative,neutral,neutral,neutral
"viết mực rất ok. săn sale giá rẻ. gói hàng kĩ",positive,positive,neutral,positive
"bút ghi ngon giá rẻ bất ngờ. mực đậm tốt",positive,neutral,neutral,positive
"chất lượng sản phẩm tốt. giao hàng nhanh. gói hàng cẩn thận. hài lòng",positive,positive,positive,neutral
"sản phẩm rất tốt giá rất rẻ. chú ý mực nước dễ lem. mực ra đều",negative,neutral,neutral,positive
"rẻ đẹp mực đều. giao hàng nhanh. đóng gói cẩn thận. mọi thứ ok",negative,positive,positive,positive
"gói đủ hàng. bút viết siêu mượt giá rẻ nên mua",positive,positive,neutral,positive
"sản phẩm uy tín chất lượng. shop bọc kĩ càng",positive,neutral,neutral,neutral
"bút viết ra mực đều dễ cầm. săn giá ổn",negative,neutral,neutral,positive
"giao hàng nhanh. chất lượng sản phẩm tuyệt vời",positive,neutral,positive,neutral
"bình luận spam nội dung khác",neutral,neutral,neutral,neutral
"sản phẩm phù hợp giá tiền. chất lượng khá ok. hài lòng",positive,neutral,neutral,positive
"mực ra đều nét viết rất trơn. nhựa bút cứng cáp cầm chắc tay. ngòi nhỏ gọn viết êm",negative,neutral,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận ship nhiệt tình. chất lượng ok",positive,positive,positive,neutral
"sản phẩm tốt ra mực đều",negative,neutral,neutral,neutral
"đóng gói cẩn thận giao hàng nhanh ship nhiệt tình",positive,positive,positive,neutral
"bút viết trơn. giá quá rẻ. giao hàng chậm nhưng được đền",negative,neutral,negative,positive
"giao hàng nhanh đầy đủ. bút viết ra mực đều",negative,positive,positive,neutral
"đủ số lượng. có nút nhựa bảo vệ. mực ra đều êm tay. giá tốt",negative,positive,neutral,positive
"giao hàng nhanh đóng gói cẩn thận. săn được giá rẻ",positive,positive,positive,positive
"bút rẻ mà mực viết êm. mua nhiều về viết",positive,neutral,neutral,positive
"viết mượt mực đều đẹp. giá rẻ. mua tiếp",negative,neutral,neutral,positive
"bút dùng tốt giao đủ. nắp lỏng dễ mất. quên đóng nắp là vứt",positive,positive,neutral,neutral
"bút viết đều tốt. sản phẩm chất lượng ok. giao hàng nhanh",negative,neutral,positive,neutral
"bút mực xanh vỏ nhám mờ. chất lượng tốt",positive,neutral,neutral,neutral
"rẻ mang đi học mất không tiếc. mực đều ngòi nhỏ nhưng ít mực viết nhanh hết",negative,neutral,neutral,positive
"tạm ổn đúng mô tả. tiền nào của đó",neutral,positive,neutral,neutral
"bút giá rẻ. mực êm phù hợp giá tiền. shipper nhiệt tình",positive,neutral,positive,positive
"bút dùng tốt không vấn đề gì",positive,neutral,neutral,neutral
"bút ra mực đều đúng đủ",negative,neutral,neutral,neutral
"bút viết tốt vì là bút gel nên mực hết nhanh khô chậm. giá ổn",negative,neutral,neutral,positive
"bút gel ra đều màu mực tốt. đóng mở nắp dễ dàng",negative,neutral,neutral,neutral
"nhận đúng đủ hàng đóng gói cẩn thận. giao hàng nhanh",positive,positive,positive,neutral
"viết không chảy mực nhưng hay tắc mực",negative,neutral,neutral,neutral
"bút dùng ok áp mã giảm giá quá hời. siêu hài lòng",positive,neutral,neutral,positive
"giao hàng nhanh đầy đủ có tặng thêm. ngòi hơi bẩn",negative,positive,positive,neutral
"chất lượng tốt nét đậm đúng với hình ảnh",positive,neutral,neutral,neutral
"đóng gói tốt giao hàng nhanh giá rẻ. viết tốt đúng quảng cáo",positive,positive,positive,positive
"giao hàng nhanh viết ra mực đều nhưng càng viết càng nhạt. dễ viết",negative,neutral,positive,neutral
"đóng gói giao hàng nhanh. bút viết thích mực nhanh khô không bị nhòe",negative,neutral,positive,neutral
"bút rẻ chất lượng. khá nhẹ cầm không mỏi viết mượt",positive,neutral,neutral,positive
"mua lần 2 ok. bút xinh viết mượt",positive,neutral,neutral,neutral
"bút rẻ viết trơn. săn sale giá 0đ",negative,neutral,neutral,positive
"đẹp giá rẻ. giao hàng nhanh đúng mô tả",positive,positive,positive,positive
"nhầm review sản phẩm đồng hồ",neutral,neutral,neutral,neutral
"bút viết nhanh khô. sờ vội hơi lem mực",negative,neutral,neutral,neutral
"bút đẹp đều mực chất liệu tốt xịn",negative,neutral,neutral,neutral
"viết khá ổn nhanh hết mực. không bị in đậm sang trang sau",negative,neutral,neutral,neutral
