comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
giao hàng nhanh đóng gói cẩn thận ship nhiệt tình. chất lượng ok,positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận giao hàng nhiệt tình chất lượng ok
sản phẩm tốt ra mực đều,negative,neutral,neutral,neutral,sản phẩm tốt ra mực đều
đóng gói cẩn thận giao hàng nhanh ship nhiệt tình,positive,positive,positive,neutral,đóng gói cẩn thận giao hàng nhanh giao hàng nhiệt tình
bút viết trơn. giá quá rẻ. giao hàng chậm nhưng được đền,negative,neutral,negative,positive,bút viết trơn giá quá rẻ giao hàng chậm nhưng được đền
giao hàng nhanh đầy đủ. bút viết ra mực đều,negative,positive,positive,neutral,giao hàng nhanh đầy đủ bút viết ra mực đều
đủ số lượng. có nút nhựa bảo vệ. mực ra đều êm tay. giá tốt,negative,positive,neutral,positive,đủ số lượng có nút nhựa bảo vệ mực ra đều êm tay giá tốt
giao hàng nhanh đóng gói cẩn thận. săn được giá rẻ,positive,positive,positive,positive,giao hàng nhanh đóng gói cẩn thận săn được giá rẻ
bút rẻ mà mực viết êm. mua nhiều về viết,positive,neutral,neutral,positive,bút rẻ mà mực viết êm mua nhiều về viết
viết mượt mực đều đẹp. giá rẻ. mua tiếp,negative,neutral,neutral,positive,viết mượt mực đều đẹp giá rẻ mua tiếp
bút dùng tốt giao đủ. nắp lỏng dễ mất. quên đóng nắp là vứt,positive,positive,neutral,neutral,bút dùng tốt giao đủ nắp lỏng dễ mất quên đóng nắp là vứt
bút viết đều tốt. sản phẩm chất lượng ok. giao hàng nhanh,negative,neutral,positive,neutral,bút viết đều tốt sản phẩm chất lượng ok giao hàng nhanh
bút mực xanh vỏ nhám mờ. chất lượng tốt,positive,neutral,neutral,neutral,bút mực xanh vỏ nhám mờ chất lượng tốt
rẻ mang đi học mất không tiếc. mực đều ngòi nhỏ nhưng ít mực viết nhanh hết,negative,neutral,neutral,positive,rẻ mang đi học mất không tiếc mực đều ngòi nhỏ nhưng ít mực viết nhanh hết
tạm ổn đúng mô tả. tiền nào của đó,neutral,positive,neutral,neutral,tạm ổn đúng mô tả tiền nào của đó
bút giá rẻ. mực êm phù hợp giá tiền. shipper nhiệt tình,positive,neutral,positive,positive,bút giá rẻ mực êm phù hợp giá tiền người giao hàng nhiệt tình
bút dùng tốt không vấn đề gì,positive,neutral,neutral,neutral,bút dùng tốt không vấn đề gì
bút ra mực đều đúng đủ,negative,neutral,neutral,neutral,bút ra mực đều đúng đủ
bút viết tốt vì là bút gel nên mực hết nhanh khô chậm. giá ổn,negative,neutral,neutral,positive,bút viết tốt vì là bút gel nên mực hết nhanh khô chậm giá ổn
bút gel ra đều màu mực tốt. đóng mở nắp dễ dàng,negative,neutral,neutral,neutral,bút gel ra đều màu mực tốt đóng mở nắp dễ dàng
nhận đúng đủ hàng đóng gói cẩn thận. giao hàng nhanh,positive,positive,positive,neutral,nhận đúng đủ hàng đóng gói cẩn thận giao hàng nhanh
viết không chảy mực nhưng hay tắc mực,negative,neutral,neutral,neutral,viết không chảy mực nhưng hay tắc mực
bút dùng ok áp mã giảm giá quá hời. siêu hài lòng,positive,neutral,neutral,positive,bút dùng ok áp mã giảm giá quá hời siêu hài lòng
giao hàng nhanh đầy đủ có tặng thêm. ngòi hơi bẩn,negative,positive,positive,neutral,giao hàng nhanh đầy đủ có tặng thêm ngòi hơi bẩn
chất lượng tốt nét đậm đúng với hình ảnh,positive,neutral,neutral,neutral,chất lượng tốt nét đậm đúng với hình ảnh
đóng gói tốt giao hàng nhanh giá rẻ. viết tốt đúng quảng cáo,positive,positive,positive,positive,đóng gói tốt giao hàng nhanh giá rẻ viết tốt đúng quảng cáo
giao hàng nhanh viết ra mực đều nhưng càng viết càng nhạt. dễ viết,negative,neutral,positive,neutral,giao hàng nhanh viết ra mực đều nhưng càng viết càng nhạt dễ viết
đóng gói giao hàng nhanh. bút viết thích mực nhanh khô không bị nhòe,negative,neutral,positive,neutral,đóng gói giao hàng nhanh bút viết thích mực nhanh khô không bị nhòe
bút rẻ chất lượng. khá nhẹ cầm không mỏi viết mượt,positive,neutral,neutral,positive,bút rẻ chất lượng khá nhẹ cầm không mỏi viết mượt
mua lần 2 ok. bút xinh viết mượt,positive,neutral,neutral,neutral,mua lần 2 ok bút xinh viết mượt
bút rẻ viết trơn. săn sale giá 0đ,negative,neutral,neutral,positive,bút rẻ viết trơn săn sale giá 0đ
đẹp giá rẻ. giao hàng nhanh đúng mô tả,positive,positive,positive,positive,đẹp giá rẻ giao hàng nhanh đúng mô tả
nhầm review sản phẩm đồng hồ,neutral,neutral,neutral,neutral,nhầm review sản phẩm đồng hồ
bút viết nhanh khô. sờ vội hơi lem mực,negative,neutral,neutral,neutral,bút viết nhanh khô sờ vội hơi lem mực
bút đẹp đều mực chất liệu tốt xịn,negative,neutral,neutral,neutral,bút đẹp đều mực chất liệu tốt xịn
viết khá ổn nhanh hết mực. không bị in đậm sang trang sau,negative,neutral,neutral,neutral,viết khá ổn nhanh hết mực không bị in đậm sang trang sau
bút viết đẹp êm ra đều mực không bị nhòe hay lem,negative,neutral,neutral,neutral,bút viết đẹp êm ra đều mực không bị nhòe hay lem
chất lượng tốt giống hình. dùng rất tốt,positive,positive,neutral,neutral,chất lượng tốt giống hình dùng rất tốt
viết trơn đẹp. dùng rất tốt,negative,neutral,neutral,neutral,viết trơn đẹp dùng rất tốt
đủ số lượng. bút viết êm mực ra đều. giá ok,negative,positive,neutral,positive,đủ số lượng bút viết êm mực ra đều giá ok
bút viết rất thích nét nhỏ mực đều. giao hàng nhanh đóng gói cẩn thận,negative,positive,positive,neutral,bút viết rất thích nét nhỏ mực đều giao hàng nhanh đóng gói cẩn thận
bút viết hơi tắc nhưng giá rẻ nên ok,negative,neutral,neutral,positive,bút viết hơi tắc nhưng giá rẻ nên ok
xinh cute viết đẹp mực đều,negative,neutral,neutral,neutral,xinh cute viết đẹp mực đều
viết ok nhưng mực nhòe. giá quá rẻ,negative,neutral,neutral,positive,viết ok nhưng mực nhòe giá quá rẻ
ban đầu viết êm về sau gai tắc mực bị chảy mực. chất lượng kém,negative,negative,neutral,neutral,ban đầu viết êm về sau gai tắc mực bị chảy mực chất lượng kém
đúng mô tả. màu sắc đẹp,positive,positive,neutral,neutral,đúng mô tả màu sắc đẹp
màu đen. đúng mô tả. chất liệu vải túi hơi to,positive,positive,neutral,neutral,màu đen đúng mô tả chất liệu vải túi hơi to
màu đen. vải túi mềm đẹp. hợp túi tiền,positive,neutral,neutral,positive,màu đen vải túi mềm đẹp hợp túi tiền
ship giao hàng thân thiện chuyên nghiệp. đóng gói cẩn thận. chất lượng chờ xem,neutral,positive,positive,neutral,giao hàng giao hàng thân thiện chuyên nghiệp đóng gói cẩn thận chất lượng chờ xem
túi dùng ok chống nước. màu xám nhìn đẹp,positive,neutral,neutral,neutral,túi dùng ok chống nước màu xám nhìn đẹp
hàng đẹp nhưng mua mới có vết dơ,negative,negative,neutral,neutral,hàng đẹp nhưng mua mới có vết dơ
đúng mô tả. kiểu dáng đẹp. túi có hơi mùi,positive,positive,neutral,neutral,đúng mô tả kiểu dáng đẹp túi có hơi mùi
vải khá mỏng chất lượng bình thường,negative,neutral,neutral,neutral,vải khá mỏng chất lượng bình thường
túi đẹp. da công nghiệp hơi mỏng dây đeo hơi thô. phù hợp giá tiền,negative,neutral,neutral,positive,túi đẹp da công nghiệp hơi mỏng dây đeo hơi thô phù hợp giá tiền
chất liệu tốt. hơi nhỏ so với miêu tả,negative,neutral,neutral,neutral,chất liệu tốt hơi nhỏ so với miêu tả
túi nhìn ổn nhưng hơi bé,positive,neutral,neutral,neutral,túi nhìn ổn nhưng hơi bé
không phải vải canvas. đúng mô tả. túi ok nhưng chưa hài lòng lắm,positive,positive,neutral,neutral,không phải vải canvas đúng mô tả túi ok nhưng chưa hài lòng lắm
bên ngoài không đẹp như video nhưng đáng đồng tiền,positive,neutral,neutral,positive,bên ngoài không đẹp như video nhưng đáng đồng tiền
túi khá ok hợp túi tiền. dây không bền lắm,negative,neutral,neutral,positive,túi khá ok hợp túi tiền dây không bền lắm
gần đúng mô tả. không vừa ipad,negative,positive,neutral,neutral,gần đúng mô tả không vừa ipad
chất liệu dù. hàng đúng mô tả,positive,positive,neutral,neutral,chất liệu dù hàng đúng mô tả
hơi nhỏ,negative,neutral,neutral,neutral,hơi nhỏ
sản phẩm khá ok. rất phù hợp với giá tiền,positive,neutral,neutral,positive,sản phẩm khá ok rất phù hợp với giá tiền
màu sắc ok đẹp,positive,neutral,neutral,neutral,màu sắc ok đẹp
chất liệu ok tạm ổn,neutral,neutral,neutral,neutral,chất liệu ok tạm ổn
ở ngoài nhỏ quá,negative,neutral,neutral,neutral,ở ngoài nhỏ quá
chất liệu ok nhưng hơi nhỏ,negative,neutral,neutral,neutral,chất liệu ok nhưng hơi nhỏ
đường chỉ không được chắc chắn,negative,neutral,neutral,neutral,đường chỉ không được chắc chắn
phù hợp giá tiền chất dày dặn đường may chắc. móc khóa nhựa dễ gãy. lỗ luồn dây không có nút che,negative,positive,neutral,positive,phù hợp giá tiền chất dày dặn đường may chắc móc khóa nhựa dễ gãy lỗ luồn dây không có nút che
túi đẹp đúng mô tả đường may cẩn thận nhiều ngăn chống nước. ổn so với giá,positive,positive,neutral,positive,túi đẹp đúng mô tả đường may cẩn thận nhiều ngăn chống nước ổn so với giá
chất vải dù chống nước túi đẹp. khóa nhựa cứng nhìn không chắc chắn,negative,neutral,neutral,neutral,chất vải dù chống nước túi đẹp khóa nhựa cứng nhìn không chắc chắn
đóng gói kỹ đúng mô tả giao hàng nhanh. túi bị bẩn bụi,negative,negative,positive,neutral,đóng gói kỹ đúng mô tả giao hàng nhanh túi bị bẩn bụi
túi cũng được. giao hàng nhanh,positive,neutral,positive,neutral,túi cũng được giao hàng nhanh
giao đúng mẫu. quai bấm hơi lỏng lẻo,negative,positive,neutral,neutral,giao đúng mẫu quai bấm hơi lỏng lẻo
vải chống nước. khóa hơi rít cảm giác nhanh hỏng,negative,neutral,neutral,neutral,vải chống nước khóa hơi rít cảm giác nhanh hỏng
tạm,neutral,neutral,neutral,neutral,tạm
chất vải túi đẹp đúng hình,positive,positive,neutral,neutral,chất vải túi đẹp đúng hình
túi vải hơi mỏng,negative,neutral,neutral,neutral,túi vải hơi mỏng
móc khóa bằng nhựa,negative,neutral,neutral,neutral,móc khóa bằng nhựa
cũng tàm tạm,neutral,neutral,neutral,neutral,cũng tàm tạm
ok chất vải,positive,neutral,neutral,neutral,ok chất vải
sản phẩm ok,positive,neutral,neutral,neutral,sản phẩm ok
shop gói hàng nhanh. giao đúng màu nhưng cái màu đen bị gãy 1 xương,negative,negative,positive,neutral,shop gói hàng nhanh giao đúng màu nhưng cái màu đen bị gãy 1 xương
dù mỏng không chắc chắn ra gió yếu dễ gãy. đi nắng ít gió thì ok,negative,negative,neutral,neutral,dù mỏng không chắc chắn ra gió yếu dễ gãy đi nắng ít gió thì ok
mua nhầm loại dù yếu dễ lật. đặt màu đen giao màu xanh rất thất vọng,negative,negative,neutral,neutral,mua nhầm loại dù yếu dễ lật đặt màu đen giao màu xanh rất thất vọng
tạm được ộp ẹp tiền nào của đấy. gió thổi mạnh bay dù,negative,neutral,neutral,neutral,tạm được ộp ẹp tiền nào của đấy gió thổi mạnh bay dù
ô bị vỡ,negative,negative,neutral,neutral,ô bị vỡ
ô nhỏ chỉ phù hợp cho trẻ nhỏ. không có mô tả kích thước,negative,neutral,neutral,neutral,ô nhỏ chỉ phù hợp cho trẻ nhỏ không có mô tả kích thước
giống trong ảnh. đóng gói kĩ. dù chắc chắn nhưng hơi mỏng dễ rách. giao hơi lâu,negative,negative,negative,neutral,giống trong ảnh đóng gói kĩ dù chắc chắn nhưng hơi mỏng dễ rách giao hơi lâu
ô chắc chắn nhưng cột trụ lỏng. vành ô không cụp sâu đi mưa vẫn bị ướt,negative,negative,neutral,neutral,ô chắc chắn nhưng cột trụ lỏng vành ô không cụp sâu đi mưa vẫn bị ướt
hàng không ổn. quảng cáo tự động nhưng giao thủ công. 8 nan yếu vải mỏng,negative,neutral,neutral,neutral,hàng không ổn quảng cáo tự động nhưng giao thủ công 8 nan yếu vải mỏng
dù tự động xài không êm. dùng lực tay nhiều hơn dù thủ công,negative,negative,neutral,neutral,dù tự động xài không êm dùng lực tay nhiều hơn dù thủ công
ô quảng cáo có nút bấm mà không có,negative,neutral,neutral,neutral,ô quảng cáo có nút bấm mà không có
sản phẩm giống mô tả. ô tự động phù hợp giá tiền. ô thủ công giá cao,negative,positive,neutral,negative,sản phẩm giống mô tả ô tự động phù hợp giá tiền ô thủ công giá cao
dù hơi nhỏ mỏng so với dự kiến. khó xài phải dùng lực lớn chốt khó khớp. giá tạm,negative,neutral,neutral,positive,dù hơi nhỏ mỏng so với dự kiến khó xài phải dùng lực lớn chốt khó khớp giá tạm
xài được mở đóng không hư. giá khá chát cho dù nhỏ. có lỗi nhưng shop hỗ trợ,negative,neutral,neutral,negative,xài được mở đóng không hư giá khá chát cho dù nhỏ có lỗi nhưng shop hỗ trợ
dễ gỉ sét dù không dày. tay cầm hay bị rớt,negative,neutral,neutral,neutral,dễ gỉ sét dù không dày tay cầm hay bị rớt
